female,race3,ageyr,educ,hhinc,voteplan,votechoice,FT_obama,FT_mccain,FT_biden,FT_palin,FT_Dparty,FT_Rparty,economy,environ,iraqwar,hopeBP,readyBP
1,1,26,6,13,1,1,85,30,50,50,100,40,4,4,4,1,1
1,1,42,4,9,1,1,85,15,70,15,100,0,4,4,4,1,1
1,1,22,3,NA,0,0,60,50,NA,50,60,50,NA,NA,NA,1,1
0,1,45,6,19,1,1,85,50,75,50,70,50,4,4,4,1,0
1,0,37,4,3,0,0,50,50,NA,NA,NA,NA,4,4,4,1,1
0,1,57,4,5,1,0,30,NA,NA,NA,50,50,4,4,NA,0,0
1,1,48,4,15,1,1,100,50,NA,0,100,0,4,4,4,1,1
0,1,52,4,15,1,1,100,0,70,0,100,0,4,4,4,1,1
0,1,29,3,8,1,1,85,50,85,60,85,40,4,4,4,1,1
0,1,50,4,17,1,1,100,0,15,0,85,0,4,4,4,1,0
1,1,42,2,3,1,1,85,40,50,60,40,50,4,4,4,1,1
1,1,54,7,17,1,1,85,15,50,0,60,15,4,4,4,1,0
1,2,24,6,15,0,1,85,50,60,50,70,40,4,3,3,1,0
0,1,51,4,13,1,1,85,0,70,15,70,15,4,4,4,1,1
0,1,38,6,20,1,1,85,30,70,15,60,30,3,4,4,1,0
1,2,32,5,18,2,0,70,85,NA,100,70,40,4,4,4,1,0
0,2,61,7,3,3,2,70,70,60,60,60,60,3,4,3,1,0
1,2,54,6,19,1,0,50,40,NA,NA,70,30,3,3,4,0,0
0,1,50,6,16,1,1,100,40,70,60,100,50,4,3,4,1,1
1,2,30,3,11,1,NA,85,50,60,50,85,0,4,4,4,1,0
0,1,46,7,19,1,1,100,30,70,30,100,30,4,4,4,1,1
1,0,45,5,19,1,1,85,40,60,30,70,30,4,2,4,1,0
0,1,52,4,22,1,1,100,0,NA,50,100,0,4,4,4,1,1
1,0,29,6,18,2,2,50,75,80,80,65,70,3,NA,2,1,1
0,2,59,4,4,0,0,50,60,NA,50,70,70,3,1,2,1,1
1,0,78,4,14,2,2,50,85,50,70,30,60,3,1,1,0,0
1,0,50,5,19,2,2,25,85,40,85,40,70,2,2,1,1,1
1,1,30,3,9,1,1,100,15,NA,0,85,30,4,4,4,1,0
1,1,40,3,16,1,1,70,30,60,30,60,50,4,4,4,1,1
1,1,55,3,13,1,2,50,60,50,70,100,50,4,2,4,1,0
1,2,28,6,18,1,0,60,50,NA,50,NA,NA,4,3,4,1,0
1,0,53,3,18,2,2,15,30,NA,50,40,60,4,4,4,0,0
1,2,55,7,NA,1,1,85,15,85,15,85,0,4,4,4,1,1
1,0,46,3,12,1,NA,70,40,NA,NA,70,50,4,1,4,NA,0
0,0,60,3,18,0,1,60,40,40,40,40,60,4,NA,4,NA,0
1,0,37,3,22,1,1,60,50,60,50,70,40,4,4,4,NA,1
0,0,48,3,15,2,2,30,85,40,85,40,70,2,1,3,0,1
1,0,50,5,17,1,2,50,40,50,50,60,50,4,NA,1,1,NA
1,0,53,4,12,2,2,40,60,50,50,40,60,4,2,4,1,0
1,0,35,3,1,1,2,100,40,NA,NA,60,50,4,4,4,1,1
1,0,73,1,4,1,0,40,0,NA,NA,60,15,3,3,4,1,1
1,0,23,3,1,0,0,50,50,NA,NA,NA,NA,3,NA,4,0,0
0,0,33,3,18,0,1,0,15,NA,NA,85,0,4,4,4,0,0
1,0,66,2,16,0,2,40,60,40,60,40,15,4,4,4,0,NA
1,1,52,3,18,1,1,100,0,100,50,100,0,4,4,4,1,1
1,0,71,2,NA,1,1,70,40,50,50,70,15,4,4,4,0,0
0,0,73,3,17,1,NA,70,30,70,60,60,40,4,4,4,NA,NA
1,0,52,5,19,2,2,30,60,50,100,30,70,4,1,1,1,0
0,0,41,5,17,2,2,50,70,60,70,40,70,3,4,1,0,0
1,0,51,3,16,1,0,60,15,50,50,85,15,4,4,4,0,1
1,0,29,3,14,1,1,85,15,85,30,85,15,4,2,2,NA,1
0,0,49,4,17,2,2,50,70,60,85,70,50,2,1,2,NA,0
1,0,23,3,7,1,NA,70,40,NA,60,60,30,4,NA,4,1,1
0,0,42,3,12,1,1,85,50,50,60,85,15,4,1,2,1,1
1,2,32,3,2,1,1,70,40,60,NA,70,50,4,3,4,1,0
1,0,36,3,17,2,2,0,85,15,100,0,100,3,1,1,1,1
1,0,55,3,18,0,1,40,70,100,50,60,60,4,3,4,0,0
1,0,53,5,24,1,1,90,30,100,30,75,10,4,3,4,1,1
0,0,36,3,14,1,0,70,40,60,40,50,50,2,2,4,0,1
1,0,66,7,3,1,1,85,85,70,60,70,40,4,4,4,NA,1
1,0,37,4,17,1,1,85,40,50,70,60,40,4,3,4,1,0
0,0,63,3,13,2,2,30,70,50,70,30,70,1,1,1,1,1
0,0,39,3,13,0,0,50,NA,50,50,60,70,3,1,4,0,0
1,0,59,3,10,1,1,60,60,NA,50,70,70,3,4,4,1,1
1,0,65,5,12,3,2,30,50,30,NA,60,50,4,4,2,0,0
1,0,54,3,25,2,2,40,40,50,50,30,60,2,2,1,0,0
0,0,75,3,17,2,2,50,70,60,100,50,70,4,4,4,0,1
0,2,58,3,15,1,2,60,60,NA,NA,60,60,4,1,3,1,1
1,0,48,5,18,2,2,30,60,NA,60,NA,NA,4,NA,4,1,1
1,0,63,3,17,0,NA,50,50,NA,50,50,50,1,1,4,NA,0
1,0,34,3,9,1,1,60,40,50,50,50,50,4,2,3,1,1
0,0,43,3,18,1,0,50,50,NA,NA,50,15,4,3,4,0,0
1,0,18,3,16,1,2,50,50,NA,NA,50,60,3,2,3,1,1
0,0,50,6,25,2,0,50,50,50,50,50,70,4,4,1,1,1
0,0,41,4,23,2,NA,15,50,NA,NA,30,70,4,NA,4,0,0
0,0,44,3,15,2,2,20,70,30,85,30,85,3,2,3,0,0
0,0,68,3,25,2,2,70,85,60,85,50,60,2,2,1,1,1
0,0,70,3,17,2,2,15,85,15,85,15,100,1,1,1,0,1
0,0,59,4,NA,2,2,15,85,0,70,0,60,3,1,2,0,1
1,0,67,3,14,1,1,100,15,85,50,85,30,2,2,4,1,1
1,0,47,3,17,2,2,15,70,40,70,30,70,1,4,1,1,0
1,0,65,4,18,1,1,85,30,70,15,60,15,4,4,4,1,1
1,0,48,3,12,1,NA,85,15,70,14,85,15,4,4,4,1,1
1,1,41,3,11,1,1,85,50,85,40,70,40,4,2,4,1,1
0,1,35,3,1,1,1,70,30,60,50,100,50,4,1,2,1,1
1,1,NA,5,14,3,0,40,40,NA,NA,50,40,3,4,2,1,0
1,1,62,3,7,1,1,70,40,70,60,85,40,4,NA,NA,1,0
1,0,67,6,7,2,2,40,70,60,85,40,60,3,4,1,0,0
1,1,57,2,1,1,1,60,50,50,50,100,15,1,4,4,1,NA
1,0,46,3,19,2,2,40,85,50,85,30,85,4,NA,1,0,0
1,0,71,4,11,1,0,50,50,50,50,60,60,4,4,4,1,0
1,1,49,5,3,1,1,85,50,85,50,100,50,4,4,4,1,1
1,0,68,4,10,1,1,85,60,85,40,85,15,4,4,4,0,1
0,1,32,5,14,1,1,85,60,85,85,85,50,3,NA,4,1,0
0,0,77,4,10,1,1,100,15,70,NA,100,0,4,4,4,1,0
0,1,30,3,10,1,1,85,30,70,0,100,0,4,NA,4,1,0
0,1,41,2,14,1,0,70,15,100,40,70,50,4,NA,4,1,1
1,2,48,3,12,2,2,0,85,70,100,50,70,2,1,1,1,1
0,0,68,3,10,2,0,0,70,0,85,40,70,3,3,1,1,0
0,0,43,3,24,2,2,30,40,15,40,0,30,3,2,4,NA,1
0,2,31,4,7,1,0,70,70,NA,NA,NA,NA,4,1,4,0,0
0,0,86,3,14,1,1,50,30,NA,NA,85,50,4,NA,4,1,1
0,0,46,5,18,0,2,60,70,50,40,40,40,3,3,1,1,1
0,0,NA,3,11,2,2,30,70,30,70,40,60,1,2,1,0,0
0,0,NA,4,21,2,2,0,60,0,55,60,60,2,1,1,NA,0
1,0,67,3,12,NA,2,50,70,NA,85,NA,NA,2,2,2,0,0
0,0,24,4,17,2,2,15,40,50,30,50,50,4,4,4,1,0
1,1,27,6,10,1,1,85,30,85,15,60,30,1,3,4,1,0
1,0,70,4,13,1,1,85,30,85,60,100,40,4,NA,4,0,1
0,2,31,4,14,2,2,30,70,60,70,30,70,3,3,1,1,1
0,0,76,3,15,1,1,70,30,60,60,40,40,4,3,4,1,0
1,0,54,3,10,2,2,0,60,NA,85,60,70,4,1,NA,0,0
1,1,47,3,14,1,1,100,15,85,0,85,70,4,4,4,1,0
0,1,NA,NA,NA,NA,NA,100,30,100,15,85,30,4,NA,4,1,1
0,0,49,6,20,1,NA,70,60,60,40,85,20,4,4,4,0,0
1,0,35,3,18,1,2,70,70,60,85,50,70,4,4,4,1,0
0,1,22,3,18,1,1,85,50,50,50,100,50,4,NA,3,1,1
1,0,57,3,17,2,2,15,70,30,70,50,100,4,2,4,0,0
0,1,27,3,NA,1,1,100,50,100,50,100,50,4,1,4,1,1
0,1,59,2,NA,1,1,100,0,NA,NA,100,0,4,4,4,1,1
1,1,61,3,16,1,1,85,40,85,50,85,50,4,4,4,1,1
1,1,34,3,3,1,1,85,50,50,15,100,50,4,4,4,1,1
1,1,68,5,6,1,1,100,50,NA,60,100,30,4,4,4,1,1
0,1,20,3,NA,1,1,100,15,NA,NA,100,0,2,4,4,1,1
1,1,55,3,20,1,1,100,70,85,NA,100,0,4,4,4,1,1
0,1,20,2,9,1,1,100,50,70,NA,60,40,4,4,4,1,1
0,1,55,3,13,1,1,70,50,60,50,67,40,4,4,4,1,0
1,1,62,6,15,1,1,60,0,60,15,60,40,4,4,4,1,1
1,1,79,3,9,1,1,70,60,NA,50,85,30,4,NA,4,0,0
0,1,20,3,NA,1,0,70,50,NA,NA,50,0,4,3,4,1,1
0,1,25,4,15,1,1,85,60,70,40,50,40,3,4,3,1,1
1,1,72,3,4,1,1,60,0,15,0,85,30,4,4,4,1,1
1,0,75,2,NA,1,1,85,0,85,0,100,0,4,3,3,NA,1
0,1,21,3,1,1,1,100,50,70,60,70,85,4,1,4,1,1
0,1,46,4,4,1,NA,50,30,NA,NA,40,40,3,3,4,1,1
1,1,18,2,NA,1,0,100,50,NA,50,40,50,4,4,4,1,1
1,1,78,6,12,1,1,85,40,85,50,70,40,4,2,4,1,1
0,1,71,6,8,1,1,70,30,50,0,70,15,4,4,4,NA,0
1,1,48,4,16,1,NA,85,15,70,0,70,15,4,4,4,1,1
1,1,78,3,4,1,1,85,70,85,60,70,60,NA,NA,4,1,1
1,1,77,3,NA,NA,1,85,0,NA,NA,100,0,4,4,4,1,NA
1,1,28,4,12,1,1,100,15,85,0,85,15,4,NA,4,1,0
0,0,38,3,9,3,1,70,70,NA,NA,50,50,4,4,4,1,0
1,0,46,3,16,2,2,0,100,60,100,30,100,NA,1,4,1,1
1,2,47,2,18,1,1,100,15,85,0,70,15,4,4,4,1,1
1,2,19,3,19,2,0,70,70,60,70,50,70,2,2,1,1,1
1,0,45,3,18,2,2,0,85,15,85,50,50,4,1,1,1,0
1,2,57,7,22,2,1,60,85,50,60,50,40,4,4,4,0,1
0,1,56,4,18,1,1,75,30,85,NA,70,30,4,1,2,1,1
1,2,34,6,19,0,2,70,70,50,85,70,70,4,4,4,0,0
0,0,53,5,23,2,2,NA,60,30,100,30,70,2,3,1,1,1
0,0,32,6,15,1,0,85,70,60,50,50,50,3,3,3,NA,1
0,0,51,3,17,2,2,40,70,85,85,70,30,3,1,2,0,0
1,1,71,3,21,3,NA,85,70,85,60,85,70,2,2,3,1,0
1,0,64,2,3,1,0,100,60,NA,NA,85,50,4,4,4,1,1
1,0,42,3,18,1,1,60,30,NA,30,70,40,4,NA,4,NA,1
0,0,19,4,5,1,1,100,0,100,15,100,0,4,4,4,1,1
1,0,58,6,14,1,1,85,15,85,0,85,15,4,4,4,1,1
0,NA,36,2,11,1,1,100,30,70,30,85,50,4,4,4,1,1
0,0,50,2,12,2,2,0,70,0,100,30,60,1,1,1,1,1
1,2,29,4,17,0,0,70,70,40,70,85,60,4,NA,2,1,0
0,0,59,6,16,1,1,100,30,85,30,70,0,4,4,4,NA,1
1,0,25,7,10,1,1,85,30,100,0,100,0,4,4,4,1,1
1,0,49,4,18,2,2,30,85,70,85,70,70,2,NA,1,NA,NA
1,0,62,7,25,1,NA,100,15,85,0,70,0,4,4,4,1,NA
0,0,21,4,25,2,2,30,70,50,50,40,60,2,1,3,1,1
1,0,85,6,12,2,2,70,70,50,60,50,60,2,2,NA,0,1
0,0,51,5,17,1,1,85,30,70,0,85,30,4,4,4,1,1
0,2,18,2,3,1,NA,30,NA,NA,NA,30,30,4,NA,4,NA,NA
1,2,65,4,14,1,0,70,30,60,15,70,30,4,4,3,NA,NA
1,2,56,5,12,3,1,70,40,40,85,70,30,4,NA,4,1,1
1,0,29,4,18,1,1,70,40,NA,70,85,60,3,3,4,1,1
1,2,44,2,15,2,0,5,5,NA,5,8,5,2,NA,4,1,0
0,0,62,6,22,1,1,70,50,60,15,40,40,4,4,4,1,1
0,0,51,6,15,2,1,40,60,60,60,60,40,3,4,3,1,0
1,0,66,4,6,1,1,85,0,70,0,85,30,4,NA,4,1,1
0,0,73,6,19,0,2,70,70,70,60,60,40,4,4,4,NA,NA
0,0,62,4,18,2,2,40,50,30,100,40,60,1,2,2,NA,1
1,2,47,4,19,1,1,100,30,70,15,85,15,4,4,4,1,1
0,0,71,3,17,1,1,85,0,70,0,85,0,4,4,4,1,1
1,2,53,4,10,1,1,100,50,60,60,100,30,4,4,4,1,1
1,0,NA,7,21,1,1,75,35,50,30,75,15,4,3,4,1,1
0,0,18,2,19,1,0,50,50,50,NA,50,50,4,2,4,1,0
1,0,73,3,13,1,0,70,50,50,30,50,50,4,2,4,1,1
1,0,32,3,1,2,0,50,40,NA,60,50,50,4,2,3,0,1
0,0,31,6,19,1,1,85,60,50,15,40,30,4,4,4,1,0
1,0,46,4,10,1,0,85,60,NA,NA,50,50,4,NA,4,1,1
1,0,80,3,4,1,NA,60,50,60,30,85,30,4,4,4,1,0
0,0,30,3,11,1,0,85,40,NA,NA,50,70,4,4,4,1,1
1,0,23,3,8,1,0,50,0,NA,NA,100,0,4,3,4,NA,0
1,0,34,3,13,1,0,60,15,NA,60,50,50,4,NA,4,1,0
1,0,44,3,NA,2,1,25,75,25,70,50,50,4,1,4,1,1
0,0,26,4,13,1,0,50,15,NA,50,40,60,4,4,4,1,1
1,0,65,6,8,1,1,75,25,50,50,50,50,3,NA,4,NA,1
1,0,83,3,4,2,2,15,100,40,100,60,100,3,1,1,1,1
1,0,82,2,7,1,1,50,15,70,60,70,50,4,4,4,1,1
1,0,73,2,10,2,NA,40,60,NA,100,50,85,4,1,4,0,0
1,0,53,3,7,1,1,70,60,50,85,70,30,4,2,4,1,1
0,0,30,7,23,0,NA,50,50,50,50,60,40,4,2,3,1,0
1,0,45,6,18,2,2,50,70,30,85,50,70,3,2,1,1,1
0,0,42,7,17,1,1,85,15,85,0,85,15,4,4,4,1,1
1,0,86,3,9,2,0,50,60,70,NA,50,70,4,4,4,1,0
0,0,46,4,13,1,NA,60,60,NA,60,100,30,4,NA,4,NA,1
0,0,57,6,20,1,2,55,25,60,50,55,40,4,4,4,0,1
0,0,72,4,10,2,2,15,85,15,100,30,85,1,4,1,1,0
1,1,28,4,1,1,1,60,30,NA,30,60,50,4,4,3,1,0
0,1,72,3,2,1,0,85,50,85,60,85,50,4,4,4,1,1
1,1,57,5,5,1,1,60,30,60,30,100,60,4,4,4,1,0
0,1,58,2,14,1,1,85,15,85,50,100,15,4,4,4,1,1
1,1,32,6,14,1,1,100,15,85,0,70,0,NA,4,4,1,1
1,1,56,5,18,1,1,70,40,70,40,85,50,4,4,4,1,1
1,1,32,4,NA,1,1,70,0,70,NA,85,NA,4,3,4,1,0
0,1,50,3,19,1,1,85,50,NA,85,50,50,4,4,3,1,1
0,2,41,4,21,1,1,70,70,85,0,15,30,4,4,4,NA,1
0,1,51,6,17,3,1,70,70,50,50,50,50,4,2,4,NA,NA
1,1,30,4,15,1,NA,100,40,85,0,100,15,4,3,4,1,1
0,1,59,3,5,1,1,85,30,70,15,60,0,4,4,4,1,1
1,0,42,3,11,1,0,70,30,NA,30,60,40,4,4,4,1,1
0,0,47,4,18,1,NA,100,30,70,15,40,30,4,4,4,1,1
0,0,24,5,NA,NA,1,70,60,NA,50,50,50,4,2,3,1,1
0,0,67,3,15,2,2,0,100,100,85,40,40,4,4,1,NA,NA
1,1,NA,5,NA,1,1,90,15,85,15,95,15,4,3,4,1,1
1,0,30,2,12,3,0,50,15,NA,40,50,30,4,4,4,0,0
1,0,41,3,2,2,0,70,85,40,60,70,85,4,4,4,0,0
0,2,48,2,12,1,NA,70,50,NA,40,100,0,4,4,4,0,0
1,0,64,3,8,1,NA,85,40,85,30,50,50,4,NA,2,NA,1
1,0,18,4,21,1,1,60,40,50,40,85,0,4,3,4,1,1
1,0,53,4,7,1,0,100,NA,NA,NA,100,50,4,4,4,0,NA
0,2,29,1,14,0,0,50,50,NA,NA,50,50,3,1,4,0,NA
1,2,28,3,13,1,0,85,50,NA,70,40,60,4,4,4,0,0
1,1,34,5,15,1,1,85,30,85,15,85,15,4,4,4,1,0
1,0,28,3,14,2,2,40,100,NA,100,50,60,1,1,4,0,0
0,0,53,7,16,1,1,85,60,NA,70,70,40,4,3,4,1,1
1,2,42,4,14,1,1,70,50,85,50,100,50,4,4,4,1,0
1,0,38,7,23,1,1,100,30,85,15,85,0,4,4,4,1,1
0,1,28,3,9,1,0,70,0,70,0,70,15,4,NA,4,1,0
1,1,60,2,12,1,0,100,0,60,50,60,60,4,4,4,1,1
0,1,23,4,6,1,0,50,40,50,40,50,50,3,2,2,1,0
0,1,70,3,14,1,1,85,30,70,85,85,40,4,4,4,1,1
1,0,73,4,13,2,2,85,85,60,70,70,70,1,2,1,0,1
1,0,34,6,18,3,2,60,70,50,70,60,60,3,3,2,1,1
1,1,46,2,15,1,1,100,30,85,15,100,0,4,4,4,1,1
1,1,53,6,11,1,0,100,40,100,50,100,0,4,4,4,1,1
0,1,50,3,1,1,0,70,15,50,0,60,0,4,4,4,1,1
1,1,66,7,19,0,1,70,50,50,0,60,15,4,4,4,1,0
1,1,55,3,12,1,1,85,60,70,50,70,85,4,NA,4,1,1
0,0,52,NA,3,1,0,85,0,50,15,50,50,4,NA,4,1,1
1,1,39,5,12,NA,1,100,0,100,0,100,0,4,4,4,1,0
1,1,36,3,9,1,NA,100,0,50,50,85,0,4,4,4,1,0
1,1,35,3,13,1,0,85,50,30,60,50,60,4,4,4,1,1
0,1,61,2,13,1,1,100,0,85,0,70,15,4,4,4,1,1
0,0,30,3,12,1,0,60,40,50,40,50,50,2,2,4,1,1
0,0,54,2,11,2,0,NA,NA,NA,NA,NA,NA,3,NA,1,NA,1
1,1,80,NA,13,1,1,98,30,75,40,85,40,NA,2,4,1,1
1,0,37,5,12,2,0,30,85,40,50,40,60,4,4,1,0,0
1,0,52,3,20,2,2,15,85,50,100,40,70,3,2,1,1,1
1,0,90,6,13,2,2,60,90,70,90,50,85,1,1,1,0,0
1,0,47,5,18,2,2,15,70,50,60,30,85,2,1,2,0,0
1,0,27,6,17,1,1,85,15,85,15,100,0,4,4,4,1,1
1,1,59,3,17,1,0,50,50,50,50,50,50,1,1,1,1,0
0,1,30,3,17,1,NA,85,40,70,50,60,40,4,NA,4,1,1
1,1,73,1,9,1,1,85,50,85,60,85,50,4,NA,4,1,1
1,1,31,2,3,1,0,100,0,100,0,100,0,4,4,4,1,1
1,1,37,3,2,0,NA,100,70,60,70,85,70,4,NA,4,NA,1
1,1,25,3,13,1,1,100,0,85,70,100,0,4,4,4,1,1
1,1,47,3,13,3,0,50,50,50,50,50,50,NA,NA,4,NA,NA
1,1,21,3,NA,1,0,100,15,85,15,50,50,4,4,4,1,1
0,1,46,3,5,1,1,50,60,1,NA,100,40,NA,NA,NA,1,1
0,1,57,1,3,1,1,70,60,70,70,70,70,1,1,1,1,0
0,1,34,3,15,1,0,70,60,60,60,60,70,4,2,4,1,1
1,0,31,6,19,1,2,0,100,15,100,0,100,4,4,4,0,0
1,0,66,2,16,NA,0,50,70,NA,NA,NA,NA,2,2,2,0,0
1,0,NA,3,NA,2,NA,0,85,NA,NA,70,60,NA,NA,3,0,0
1,0,36,3,17,2,NA,30,50,NA,50,60,40,NA,1,4,0,0
1,0,74,2,3,2,0,0,100,60,100,70,100,4,NA,1,1,1
1,0,62,1,4,1,0,85,0,50,50,100,0,4,4,4,1,1
1,1,56,1,NA,0,0,NA,1,NA,NA,NA,NA,4,4,4,0,1
1,1,52,4,9,1,1,85,60,70,50,50,40,4,3,4,1,1
0,1,NA,6,NA,NA,1,85,60,100,0,85,70,4,4,4,1,1
1,1,74,3,7,1,NA,85,30,70,0,70,15,4,4,4,1,1
1,1,55,3,8,1,1,100,15,70,15,100,0,4,4,4,1,1
1,0,58,3,11,2,2,0,100,50,100,60,60,2,1,1,0,0
0,0,66,4,25,2,2,15,85,30,85,30,85,4,2,2,0,0
0,0,55,5,25,2,2,15,60,30,70,60,60,3,4,4,NA,1
0,0,78,2,1,NA,NA,40,50,0,NA,60,85,NA,3,4,0,0
0,0,57,6,8,2,2,15,70,40,60,15,85,2,2,4,0,0
0,0,45,3,17,2,2,50,50,NA,50,50,50,3,1,4,0,0
1,1,50,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA
1,1,64,3,4,1,1,60,30,70,30,85,60,3,3,4,1,1
0,1,63,3,10,1,0,70,40,85,15,70,0,4,3,4,1,0
1,1,34,6,12,0,1,NA,NA,NA,NA,50,50,4,NA,4,1,NA
1,1,61,4,1,1,1,100,50,50,40,70,40,4,4,4,1,1
1,1,21,2,NA,1,0,100,85,NA,NA,NA,NA,3,4,4,1,1
1,1,59,3,15,1,1,100,15,100,50,85,50,4,4,4,1,1
0,1,70,2,5,1,1,100,50,70,70,100,50,3,2,4,1,1
1,1,31,2,2,1,1,85,60,NA,NA,60,50,2,1,2,1,NA
1,1,50,5,NA,1,1,100,0,100,NA,NA,NA,4,NA,4,1,1
1,1,51,7,3,1,1,100,30,70,50,100,15,4,4,4,1,0
0,1,49,2,1,1,1,100,0,NA,NA,100,NA,4,4,4,1,1
1,1,21,2,1,0,0,60,60,NA,NA,60,60,2,2,2,1,1
1,1,30,5,11,1,1,85,50,60,60,60,30,4,4,4,1,0
0,1,57,4,11,1,1,100,50,100,70,100,50,4,3,4,1,1
1,1,57,1,15,1,1,100,60,85,60,100,70,4,4,4,1,1
0,1,56,2,5,2,NA,100,100,70,NA,100,100,1,1,4,1,1
1,1,53,3,18,1,1,100,40,85,40,100,0,4,3,4,1,1
1,1,40,4,5,1,0,100,15,85,0,70,0,4,3,4,1,NA
1,0,32,4,4,1,0,50,50,NA,50,75,0,4,4,4,1,1
1,1,48,3,9,NA,1,100,70,NA,85,100,NA,NA,NA,3,1,1
1,1,20,3,1,1,1,100,40,85,NA,100,0,4,4,4,1,1
1,1,49,5,9,1,1,70,50,50,70,70,0,4,4,4,1,0
1,1,21,3,5,1,1,85,50,NA,30,100,50,4,2,4,1,0
0,1,43,3,14,1,1,90,20,NA,NA,80,50,4,1,4,1,1
1,1,56,4,14,1,1,50,25,50,50,40,20,4,4,4,0,0
0,1,55,3,10,1,1,80,50,75,50,75,50,4,2,4,1,1
1,1,53,3,11,1,1,100,50,NA,60,90,20,3,3,4,1,0
1,1,20,3,5,1,NA,50,40,NA,60,60,50,4,4,4,1,1
1,1,52,4,7,1,1,99,0,85,10,99,0,4,4,4,1,0
0,1,19,3,4,1,1,80,60,NA,40,80,40,3,2,4,1,1
1,0,76,5,13,2,2,0,80,0,95,0,80,1,1,2,1,1
1,1,44,1,3,1,0,100,50,NA,NA,50,50,3,3,3,1,1
0,1,45,3,13,1,1,60,0,NA,50,60,0,1,4,4,1,1
1,1,51,3,15,1,1,100,50,80,50,100,50,4,4,4,1,1
1,1,NA,3,13,NA,NA,85,50,60,50,70,NA,4,4,4,1,1
1,1,NA,NA,NA,NA,0,72,41,NA,52,78,21,4,NA,4,1,0
1,1,65,3,12,1,1,100,0,100,0,100,0,4,2,4,1,1
1,1,33,3,5,1,1,100,85,NA,NA,70,60,4,4,4,1,1
1,1,NA,4,15,NA,1,85,50,85,40,70,70,4,NA,4,1,1
1,1,51,4,12,1,1,100,0,NA,NA,100,0,4,3,4,1,1
1,1,52,3,15,1,1,45,70,40,60,40,40,4,2,4,1,1
1,1,33,4,1,1,1,100,15,85,40,100,15,4,2,NA,1,0
0,1,29,3,12,1,0,50,50,NA,0,50,30,4,4,4,1,1
1,1,44,3,14,1,1,100,30,NA,NA,50,0,4,4,4,1,1
1,1,36,2,10,1,1,100,60,NA,85,100,0,4,4,4,1,1
0,1,56,6,18,1,1,55,25,60,10,50,25,4,4,4,1,0
1,1,26,3,4,1,1,65,65,50,50,50,50,4,4,4,1,0
0,1,31,3,7,1,1,75,50,NA,50,100,25,4,4,4,1,1
1,1,27,4,7,1,1,100,70,90,100,70,70,4,3,4,1,1
1,1,68,1,13,3,0,50,50,50,50,50,50,1,4,4,1,1
1,1,27,3,3,1,1,50,0,NA,NA,99,0,3,3,3,0,0
1,1,38,4,11,1,1,100,50,NA,50,85,30,4,4,4,1,1
1,0,41,6,19,2,2,40,60,50,70,30,70,2,2,4,0,0
1,0,37,6,25,2,2,30,70,30,40,30,60,3,1,4,1,0
0,2,46,7,23,1,1,60,60,70,50,60,60,4,3,4,1,1
1,0,26,6,17,2,2,10,60,20,99,10,75,1,3,2,1,0
1,0,67,6,19,1,0,70,60,NA,NA,60,60,2,2,4,1,1
1,0,37,7,20,2,2,50,60,50,70,40,60,3,3,4,1,0
0,0,36,6,19,2,2,40,70,40,70,40,60,1,4,1,1,1
0,0,61,7,21,2,2,15,70,15,100,30,70,3,1,1,1,1
0,0,78,7,17,2,2,30,70,30,85,30,40,2,2,1,0,1
1,0,71,5,18,2,2,70,85,85,85,70,100,4,1,1,1,1
1,0,24,5,19,1,1,70,40,NA,40,60,60,3,4,4,1,1
0,0,28,3,1,2,2,0,70,15,100,40,60,4,1,4,0,0
1,0,43,5,17,1,1,50,50,60,40,50,50,2,2,3,1,0
0,2,68,3,NA,2,2,30,70,NA,50,NA,NA,4,3,4,0,0
0,0,24,2,12,1,0,65,30,60,20,50,50,1,3,4,1,1
1,0,51,4,18,3,2,60,50,50,50,60,60,3,4,4,0,0
0,0,48,3,19,3,0,50,60,50,50,50,50,4,2,4,1,1
0,0,46,3,14,2,2,40,40,0,0,60,60,2,2,2,0,0
1,0,62,3,18,2,NA,60,60,40,70,40,40,4,3,2,0,1
0,0,69,7,18,2,2,30,70,50,85,30,70,2,2,1,0,1
0,0,69,4,15,2,2,50,85,50,85,0,70,4,2,1,0,0
0,0,48,6,25,2,2,50,70,50,85,0,40,3,1,1,0,1
1,0,71,5,25,2,2,40,85,60,100,60,85,1,1,1,1,1
0,0,50,7,25,3,2,50,60,50,50,50,50,3,2,3,0,0
1,0,36,3,19,2,2,15,85,50,85,15,85,1,2,4,1,1
1,0,39,6,25,2,2,45,90,50,95,70,85,3,2,1,0,1
0,0,42,6,20,2,NA,50,85,40,50,30,70,3,2,1,1,1
1,0,42,6,NA,2,2,40,70,50,60,15,60,1,2,2,NA,1
1,0,82,4,22,2,2,30,100,40,100,15,100,2,2,1,0,0
1,0,57,5,25,2,NA,30,85,30,95,15,65,3,3,1,1,1
1,0,48,4,22,2,2,40,85,40,85,40,100,3,1,1,1,1
1,0,39,6,25,2,2,30,85,50,85,40,85,3,4,2,1,0
1,0,25,6,19,2,2,30,70,15,100,30,70,2,1,1,1,0
0,0,81,4,18,2,2,40,70,30,60,40,50,3,3,3,0,1
1,0,46,6,17,2,2,30,85,15,100,15,85,1,1,1,NA,1
